Date,UK,Germany,France,Japan,DJI,SP500,Italy,Spain,Sweden,Switzerland,Belgium,Greece,China,Korea,Australia,Mexico,Brazil
735969,6417.200195,9473.160156,4111.359863,17408.710938,17501.650391,2020.579956,18188.4,9993.299805,1454.81,8938.900391,3208.149902,789.2,3350.52,1915.75,5429.5,41099.371094,47517
735971,6419.799805,9518.179688,4112.72998,16885.330078,17584.519531,2025.900024,18123.4,9891.400391,1421.34,8900.799805,3193.830078,777.7,3373.95,1883.829956,5334.5,41813.929688,49463
735972,6570,9837.610352,4260.189941,17167.099609,17907.869141,2062.139893,18791.8,10115,1456.72,9139.700195,3283.219971,761.66,3293.46,1904.650024,5359.399902,42402.308594,49943
735973,6501.100098,9648.5,4179.069824,17197.730469,17737.369141,2044.810059,18177.1,9719,1444.46,9105.700195,3248.189941,779.56,3285.41,1924.699951,5440.100098,42382.410156,48840
735977,6542.200195,9941,4290.279785,17087.710938,17613.679688,2023.030029,18708.9,9966,1465.66,9285.599609,3309.639893,835.4,3235.3,1917.140015,5382.100098,41478.261719,48042
735978,6388.5,9817.080078,4223.240234,16795.960938,17427.089844,2011.27002,18410.7,9846,1434.79,9198.200195,3274.030029,819.55,3222.44,1913.660034,5332.200195,40984.21875,47646
735979,6498.799805,10032.610352,4323.200195,17108.699219,17320.710938,1992.670044,18844.5,9982.5,1457.36,8400.599609,3318.75,805,3336.46,1914.140015,5310.600098,40998.769531,48026
735980,6550.299805,10167.769531,4379.620117,16864.160156,17511.570312,2019.420044,19254.5,10038.900391,1468.9,7899.600098,3368.379883,790.59,3376.5,1888.130005,5278.799805,41402.011719,49017
735984,6620.100098,10257.129883,4446.02002,17366.300781,17515.230469,2022.550049,19658.7,10283.900391,1491.59,8178.899902,3403.040039,802.12,3173.05,1918.310059,5286.799805,41752.671875,47877
735985,6728,10299.230469,4484.819824,17280.480469,17554.279297,2032.119995,19981.4,10335.299805,1501.22,8008.600098,3421.969971,782.88,3323.61,1921.22998,5367.399902,42488.730469,49224
735986,6796.600098,10435.620117,4552.799805,17329.019531,17813.980469,2063.149902,20469.7,10510.599609,1523.8,7999.5,3456.949951,791.8,3343.34,1920.819946,5390.5,43121.28125,49443
735987,6832.799805,10649.580078,4640.689941,17511.75,17672.599609,2051.820068,20519.8,10581.5,1536.39,8161.200195,3504.610107,840.44,3351.76,1936.089966,5468.200195,42649.71875,48775
735990,6852.399902,10798.330078,4675.129883,17468.519531,17678.699219,2057.090088,20756.7,10696.099609,1554.7,8296.5,3549.959961,813.55,3383.18,1935.680054,5468.200195,42737.851562,48577
735991,6811.600098,10628.580078,4624.209961,17768.300781,17387.210938,2029.550049,20645.8,10598.900391,1533.37,8402.799805,3530.800049,783.53,3352.96,1952.400024,5511.5,42627.820312,48591
735992,6825.899902,10710.969727,4610.939941,17795.730469,17191.369141,2002.160034,20478.4,10456.900391,1562.54,8311.599609,3541.209961,711.13,3305.74,1961.579956,5516.600098,42158.070312,47695
735993,6810.600098,10737.870117,4631.430176,17606.220703,17416.849609,2021.25,20593.7,10507.599609,1570.39,8435.299805,3548.389893,733.61,3262.3,1951.02002,5532.200195,41862.328125,47762
735994,6749.399902,10694.320312,4604.25,17674.390625,17164.949219,1994.98999,20503.4,10403.299805,1573.62,8385.099609,3530.310059,721.93,3210.36,1949.26001,5551.600098,40950.578125,46908
735997,6782.600098,10828.009766,4627.669922,17558.039062,17361.039062,2020.849976,20485.7,10328.099609,1575.95,8429.200195,3538.52002,755.42,3128.3,1952.680054,5586.5,40950.578125,47651
735998,6871.799805,10890.950195,4677.899902,17335.849609,17666.400391,2050.030029,21011.6,10598.200195,1593.42,8452.099609,3557.030029,840.57,3204.91,1951.959961,5666.200195,41572.238281,48964
735999,6860,10911.320312,4696.299805,17678.740234,17673.019531,2041.51001,20941.7,10577.799805,1579.31,8608.200195,3565.790039,848.04,3174.13,1962.790039,5733.700195,41710.820312,49301
736000,6865.899902,10905.410156,4703.299805,17504.619141,17884.880859,2062.52002,20819.1,10535.5,1586.13,8544.299805,3557.189941,819.5,3136.53,1952.839966,5765.5,42453.640625,49234
736001,6853.399902,10846.389648,4691.029785,17648.5,17824.289062,2055.469971,20760.7,10573.099609,1599.55,8588,3549.959961,803.36,3075.91,1955.52002,5774.700195,42715.429688,48792
736004,6837.200195,10663.509766,4651.080078,17711.929688,17729.210938,2046.73999,20366.6,10364.900391,1591.4,8632.099609,3511.570068,765.22,3095.12,1947,5770.100098,42810.289062,49383
736005,6829.100098,10753.830078,4695.649902,17652.679688,17868.759766,2068.590088,20725.6,10500.099609,1602.74,8620.400391,3543.840088,826.31,3141.59,1935.859985,5757.399902,42635.191406,48510
736006,6818.200195,10752.110352,4679.379883,17652.679688,17862.140625,2068.530029,20565.8,10364.799805,1593.03,8577.799805,3537.860107,793.09,3157.7,1945.699951,5731.700195,41933.261719,48240
736007,6828.100098,10919.650391,4726.200195,17979.720703,17972.380859,2088.47998,21002.9,10562.200195,1624.35,8611,3566.909912,846.48,3173.42,1941.630005,5707.700195,43045.511719,49533
736008,6873.5,10963.400391,4759.359863,17913.359375,18019.349609,2096.98999,21204.1,10739.5,1642.04,8652,3575.540039,893.98,3203.83,1957.5,5835.5,43072.421875,50636
736012,6898.100098,10895.620117,4753.990234,17987.089844,18047.580078,2100.340088,21266.2,10698,1630.99,8747.799805,3573.590088,838.61,3246.91,1961.449951,5822.299805,43251.789062,50636
736020,6935.399902,11210.269531,4882.220215,18585.199219,18224.570312,2113.860107,21937.2,11049.5,1678.73,8977.599609,3672.080078,923.03,3228.84,1990.469971,5908.600098,43802.070312,51811
736021,6949.700195,11327.19043,4910.620117,18785.789062,18214.419922,2110.73999,22165.1,11139.5,1684.83,9049.5,3713.840088,904.59,3298.36,1993.079956,5877.899902,44416.488281,51761
736022,6946.700195,11401.660156,4951.47998,18797.939453,18132.699219,2104.5,22337.8,11178.299805,1691.03,9014.5,3714.439941,880.48,3310.3,1985.800049,5898.5,44190.171875,51583
736025,6940.600098,11410.360352,4917.319824,18826.880859,18288.630859,2117.389893,22297.6,11178.5,1686.64,9055.700195,3713.389893,858.95,3336.28,1996.810059,5926.299805,43882.710938,51021
736026,6889.100098,11280.360352,4869.25,18815.160156,18203.369141,2107.780029,21987.2,11014.700195,1661.87,8954.700195,3667.25,861.24,3263.05,2001.380005,5902.899902,43600.371094,51304
736027,6919.200195,11390.379883,4917.350098,18703.599609,18096.900391,2098.530029,22131.1,11051.299805,1664.5,8992.5,3702.159912,849.16,3279.53,1998.290039,5871.5,43296.550781,50468
736028,6961.100098,11504.009766,4963.509766,18751.839844,18135.720703,2101.040039,22400.1,11124.400391,1669.56,9034.599609,3731.379883,857.54,3248.48,1998.380005,5873.700195,43517.789062,50365
736029,6911.799805,11550.969727,4964.350098,18971,17856.779297,2071.26001,22436.1,11091.900391,1662.55,9080,3732.580078,850.27,3241.19,2012.939941,5868.600098,43280.808594,49981
736032,6876.5,11582.110352,4937.200195,18790.550781,17995.720703,2079.429932,22564.3,11054.200195,1660.36,9046.900391,3713.649902,814.7,3302.41,1992.819946,5793,43251.398438,49181
736033,6702.799805,11500.379883,4881.950195,18665.109375,17662.939453,2044.160034,22345.8,10902.200195,1641.71,9023.700195,3669.459961,817.39,3286.07,1984.77002,5794.299805,42972.148438,48293
736034,6721.5,11805.990234,4997.75,18723.519531,17635.390625,2040.23999,22833,11021.799805,1663.31,9106.200195,3719.780029,797.3,3290.9,1980.829956,5763.299805,43227.199219,48906
736035,6761.100098,11799.389648,4987.330078,18991.109375,17895.220703,2065.949951,22809,11011.799805,1661.69,9119.799805,3716.179932,794.07,3349.32,1970.589966,5816,44055.890625,48880
736036,6740.600098,11901.610352,5010.459961,19254.25,17749.310547,2053.399902,22713.6,11033.799805,1665.13,9156,3728.330078,770.14,3372.91,1985.790039,5788,44002.289062,48596
736039,6804.100098,12167.719727,5061.160156,19246.060547,17977.419922,2081.189941,22930.9,11114.700195,1689.67,9237.099609,3770.47998,763.09,3449.3,1987.329956,5769.700195,44002.289062,48848
736040,6837.600098,11980.849609,5028.930176,19437,17849.080078,2074.280029,22723.1,11028.099609,1675.88,9198.5,3735.879883,769.77,3502.85,2029.910034,5811,43761.359375,50285
736041,6945.200195,11922.769531,5033.419922,19544.480469,18076.189453,2099.5,22565.2,11050,1703.96,9256.200195,3727.919922,737.96,3577.3,2028.449951,5808,44360.871094,51526
736042,6962.299805,11899.400391,5037.180176,19476.560547,17959.029297,2089.27002,22805.2,11091,1707.5,9328.5,3734.350098,723.66,3582.27,2037.890015,5912.5,44118.171875,50954
736043,7022.5,12039.370117,5087.490234,19560.220703,18127.650391,2108.100098,23176.7,11419.599609,1710.87,9396.299805,3765.800049,744.42,3617.32,2037.23999,5936.299805,43968.148438,51967
736046,7037.700195,11895.839844,5054.52002,19560.220703,18116.039062,2104.419922,23057.1,11452.799805,1698.38,9366.200195,3751.580078,766.51,3687.73,2036.589966,5921,43952.710938,51908
736047,7019.700195,12005.69043,5088.279785,19713.449219,18011.140625,2091.5,23333.2,11579.299805,1701.29,9292.700195,3765.409912,794.57,3691.41,2041.369995,5934.5,44051.210938,51506
736048,6991,11865.320312,5020.990234,19746.199219,17718.539062,2061.050049,23145.1,11464.700195,1694.39,9188.299805,3745.129883,794.57,3660.73,2042.810059,5937.100098,43630.960938,51858
736049,6895.299805,11843.679688,5006.350098,19471.119141,17678.230469,2056.149902,22900.3,11453.799805,1675.61,9082.5,3703.129883,764.88,3682.09,2022.560059,5849.700195,43229.160156,50580
736050,6855,11868.330078,5034.060059,19285.630859,17712.660156,2061.02002,22984.2,11427.400391,1662.56,9083.5,3712.810059,768.67,3691.1,2019.800049,5888.899902,43637.96875,50095
736053,6891.399902,12086.009766,5083.52002,19411.400391,17976.310547,2086.23999,23260.6,11529.099609,1687.17,9202.200195,3762.899902,772.71,3786.57,2030.040039,5816.299805,43922.828125,51243
736054,6773,11966.169922,5033.640137,19206.990234,17776.119141,2067.889893,23157.1,11521.099609,1667.73,9129,3725.820068,775.46,3747.9,2041.030029,5861.899902,43724.78125,51150
736055,6809.5,12001.379883,5062.220215,19034.839844,17698.179688,2059.689941,23359,11569.799805,1669.49,9137.299805,3742.620117,765.37,3810.29,2028.449951,5832.899902,44202.941406,52322
736056,6833.5,11967.389648,5074.140137,19312.789062,17763.240234,2066.959961,23308.5,11634,1675.52,9130.599609,3773.310059,771.32,3825.78,2029.069946,5869.700195,44202.941406,53123
