Date,UK,Germany,France,Japan,DJI,SP500,Italy,Spain,Sweden,Switzerland,Belgium,Greece,China,Korea,Australia,Mexico,Brazil
735238,6089.799805,7776.370117,3730.02002,10688.110352,13435.209961,1466.469971,16959.8,8435.799805,1136.77,7058.899902,2516.320068,964.19,2276.99,2011.939941,4742.899902,44562.328125,62523
735241,6064.600098,7732.660156,3704.639893,10599.009766,13384.290039,1461.890015,16895.7,8419,1130.13,7049.299805,2503.120117,969.43,2285.36,2011.25,4738.100098,44625.929688,61933
735242,6053.600098,7695.830078,3705.879883,10508.05957,13328.849609,1457.150024,16951.1,8453,1125.39,7074.5,2497.620117,980.52,2276.07,1997.939941,4712.299805,44571.199219,61128
735243,6098.700195,7720.470215,3717.449951,10578.570312,13390.509766,1461.02002,17326.3,8606.400391,1127.67,7151.600098,2506.389893,983.91,2275.34,1991.810059,4730.100098,44862.539062,61579
735244,6101.5,7708.470215,3703.120117,10652.639648,13471.219727,1472.119995,17451.1,8618.900391,1126.87,7143.700195,2505.27002,984.85,2283.66,2006.800049,4745.200195,44859.800781,61678
735245,6121.600098,7715.529785,3706.02002,10801.570312,13488.429688,1472.050049,17502.4,8664.700195,1132.28,7188.200195,2496.800049,979.72,2243,1996.670044,4733.799805,44888.128906,61497
735249,6117.299805,7675.910156,3697.350098,10879.080078,13534.889648,1472.339966,17467.5,8601,1127.51,7272.299805,2499.399902,951.05,2325.68,1983.73999,4743,44748.058594,61728
735250,6104,7691.129883,3708.48999,10600.44043,13511.230469,1472.630005,17339.9,8581.099609,1130.62,7304.899902,2504.449951,952.78,2309.5,1977.449951,4765,44865.300781,61787
735251,6132.399902,7735.459961,3744.110107,10609.639648,13596.019531,1480.939941,17587.3,8628.900391,1136.2,7429.899902,2532.429932,953.71,2284.91,1974.27002,4779.700195,44943.339844,62194
735252,6154.399902,7702.22998,3741.580078,10913.299805,13649.700195,1485.97998,17554.1,8604,1135.02,7368.799805,2539.51001,973.95,2317.07,1987.849976,4794.700195,45212.53125,61956
735256,6179.200195,7696.209961,3741.01001,10709.929688,13712.209961,1492.560059,17715.9,8632.099609,1139.15,7291.899902,2549.709961,999.2,2315.14,1996.52002,4802.899902,45320.300781,61692
735257,6197.600098,7707.540039,3726.169922,10486.990234,13779.330078,1494.810059,17579,8613.299805,1140.82,7392,2535.47998,1019.41,2320.91,1980.410034,4812.100098,45442.980469,61966
735258,6264.899902,7748.129883,3752.169922,10620.870117,13825.330078,1494.819946,17756.6,8665.599609,1146.93,7457.700195,2554,987.45,2302.6,1964.47998,4833.799805,45428.699219,61170
735259,6284.5,7857.970215,3778.159912,10926.650391,13895.980469,1502.959961,17726.9,8724.599609,1158.5,7458.700195,2570.580078,1014.53,2291.3,1946.689941,4858.899902,45575.859375,61170
735263,6339.200195,7848.569824,3785.820068,10866.719727,13954.419922,1507.839966,17891.9,8643,1161.97,7458,2571.97998,1005.28,2358.98,1955.959961,4910.799805,45907.980469,60406
735264,6323.100098,7811.310059,3765.52002,11113.950195,13910.419922,1501.959961,17289.9,8571.900391,1173.38,7387.899902,2559.629883,996.82,2382.48,1964.430054,4919.100098,45753.179688,59337
735265,6276.899902,7776.049805,3732.600098,11138.660156,13860.580078,1498.109985,17439.1,8362.299805,1169.17,7390.899902,2520.350098,986.76,2385.42,1961.939941,4901,45278.058594,59761
735266,6347.200195,7833.390137,3773.530029,11191.339844,14009.790039,1513.170044,17318.9,8229.700195,1176.11,7420.399902,2560.01001,977.27,2419.02,1957.790039,4941.899902,45768.488281,60351
735269,6246.799805,7638.22998,3659.909912,11260.349609,13880.080078,1495.709961,16539,7919.600098,1161.19,7362.700195,2506.22998,995.3,2428.15,1953.209961,4929.100098,45768.488281,59576
735270,6282.799805,7664.660156,3694.699951,11046.919922,13979.299805,1511.290039,16712.3,8093.600098,1175.54,7404.600098,2518.659912,1011.85,2433.13,1938.180054,4902.600098,45688.121094,59445
735271,6295.299805,7581.180176,3642.899902,11463.75,13986.519531,1512.119995,16602.8,8056.200195,1174.79,7433.5,2503.25,1035.19,2434.48,1936.189941,4940.5,45570.710938,58951
735272,6228.399902,7590.850098,3601.050049,11357.070312,13944.049805,1509.390015,16400.6,8014.600098,1165.71,7337,2493.26001,1042.16,2418.53,1931.77002,4955.799805,45019.210938,58372
735273,6263.899902,7652.140137,3649.5,11153.160156,13992.969727,1517.930054,16630.5,8174.899902,1175.05,7396,2505.909912,1022.57,2432.4,1950.900024,4989.399902,45089.359375,58498
735284,6379.100098,7752.450195,3735.820068,11372.339844,14035.669922,1530.939941,16664.4,8225.299805,1193.77,7579.5,2556.669922,1038.26,2382.91,1985.829956,5101,44639.761719,57314
735285,6395.399902,7728.899902,3709.879883,11468.280273,13927.540039,1511.949951,16527.5,8163,1200.54,7626,2558.209961,1039.49,2397.18,2024.640015,5114.399902,44299.558594,56178
735286,6291.5,7583.569824,3624.800049,11309.129883,13880.620117,1502.420044,16009.5,8014.5,1188.95,7505.700195,2509.439941,996.3,2325.95,2015.219971,4998.600098,44136.601562,56155
735287,6335.700195,7661.910156,3706.280029,11385.94043,14000.570312,1515.599976,16233.3,8179,1205.1,7554.399902,2550.919922,1003.32,2314.16,2018.890015,5036.700195,43875.730469,56697
735290,6355.399902,7773.189941,3721.330078,11662.519531,13784.169922,1487.849976,16352,8244.5,1199.44,7594.399902,2559.01001,995.37,2325.82,2009.52002,5072.700195,43497.199219,56618
735291,6270.399902,7597.109863,3621.919922,11398.80957,13900.129883,1496.939941,15552.2,7980.700195,1180.9,7450,2510.620117,991.56,2293.34,2000.01001,5021.799805,43489.199219,56949
735292,6325.899902,7675.830078,3691.48999,11253.969727,14075.370117,1515.98999,15827,8136.700195,1194.07,7485,2544.22998,998.48,2313.22,2004.040039,5053.100098,43772.890625,57274
735293,6360.799805,7741.700195,3723,11559.360352,14054.490234,1514.680054,15921.2,8230.299805,1199.4,7593.700195,2569.169922,1007.99,2365.59,2026.48999,5120.399902,44120.988281,57424
735297,6345.600098,7691.680176,3709.76001,11652.290039,14127.820312,1525.199951,15542.2,8246.299805,1203.47,7590.5,2541.899902,969.97,2273.4,2013.150024,5028.5,43871.308594,56499
735298,6432,7870.310059,3787.189941,11683.450195,14253.769531,1539.790039,15974.3,8423.299805,1217.41,7718.5,2590.679932,967.15,2326.31,2016.609985,5088.100098,44017.121094,55951
735299,6427.600098,7919.330078,3773.76001,11932.269531,14296.240234,1541.459961,15899.7,8358.900391,1208.39,7698.700195,2589.110107,963.45,2347.18,2020.73999,5130.899902,44159.648438,57940
735300,6439.200195,7939.77002,3793.780029,11968.080078,14329.490234,1544.26001,15947.2,8389.099609,1208.09,7709,2602.429932,936.57,2324.29,2004.400024,5123.100098,43968.601562,58847
735301,6483.600098,7986.470215,3840.149902,12283.620117,14397.070312,1551.180054,16204,8628.099609,1215.14,7744.799805,2632.52002,952.34,2318.61,2006.01001,5137.5,44322.511719,58433
735304,6503.600098,7984.290039,3836.27002,12349.049805,14447.290039,1556.219971,16092,8554.400391,1218.08,7758.600098,2633.129883,929.69,2310.59,2003.349976,5160,44013.300781,58545
735305,6510.600098,7966.120117,3839.969971,12314.80957,14450.05957,1552.47998,16024,8532.299805,1208.52,7802.899902,2627.469971,941.17,2286.6,1993.339966,5128.600098,43965.410156,58209
735306,6481.5,7970.910156,3836.040039,12239.660156,14455.280273,1554.52002,15745.3,8498.299805,1210.89,7780.899902,2632.040039,973.12,2263.97,1999.72998,5104.399902,43278.109375,57386
735307,6529.399902,8058.370117,3871.580078,12381.19043,14539.139648,1563.22998,16131,8657.900391,1221.85,7842.899902,2647.689941,968.29,2270.28,2002.130005,5043.799805,43348.519531,57281
735308,6489.700195,8042.850098,3844.030029,12560.950195,14514.110352,1560.699951,16061.2,8619.099609,1217.35,7864.399902,2628.629883,960.42,2278.4,1986.5,5129.299805,42605.050781,56869
735312,6441.299805,7947.790039,3775.75,12468.230469,14455.820312,1548.339966,15670.6,8321,1195.98,7789.600098,2597.399902,923.43,2257.43,1978.560059,5004.399902,42060.609375,56361
735314,6388.600098,7932.509766,3774.850098,12635.69043,14421.490234,1545.800049,15936,8351.200195,1187.72,7762.299805,2613.360107,924.86,2324.24,1950.819946,4976.799805,42531.070312,55577
735315,6392.799805,7911.350098,3770.290039,12338.530273,14512.030273,1556.890015,16045.5,8329.5,1196.43,7744.299805,2619.550049,930.53,2328.28,1948.709961,4980.799805,42686.679688,55243
735318,6378.399902,7870.899902,3727.97998,12546.459961,14447.75,1551.689941,15644.4,8140.600098,1195.58,7758.200195,2595.179932,930.53,2326.72,1977.670044,5001.5,42900.828125,54873
735319,6399.399902,7879.669922,3748.639893,12471.620117,14559.650391,1563.77002,15495.9,7990.5,1194.99,7800,2593.699951,884.94,2297.67,1983.699951,4964.700195,43664.730469,55671
735320,6387.600098,7789.089844,3711.639893,12493.790039,14526.160156,1562.849976,15353.8,7900.399902,1194.49,7780.200195,2578.23999,849.62,2301.26,1993.439941,5007,44077.089844,56034
735326,6490.700195,7943.870117,3805.370117,12003.429688,14662.009766,1570.25,15555,8050.399902,1210.08,7899.299805,2626.719971,856.29,2227.74,1986.150024,4995.5,44113.5,54889
735327,6420.299805,7874.75,3754.959961,12362.200195,14550.349609,1553.689941,15200.3,7904.299805,1203.38,7875.100098,2587.27002,837.82,2225.29,1983.219971,4966.399902,43717.570312,55563
735332,6276.899902,7662.640137,3666.780029,13192.589844,14613.480469,1563.069946,15243.4,7787.100098,1164.85,7691.799805,2544.689941,829.08,2211.59,1918.689941,4912.700195,43430.988281,55092
735333,6313.200195,7637.509766,3670.719971,13192.349609,14673.459961,1568.609985,15436.1,7872.5,1175.62,7654,2558.800049,876.54,2225.77,1920.73999,4980.200195,43973.179688,55912
735334,6387.399902,7810.629883,3743.709961,13288.129883,14802.240234,1587.72998,15928.6,8136.399902,1193.66,7771.399902,2624.189941,903.13,2226.13,1935.579956,4973.700195,44380.828125,56187
735335,6416.100098,7871.629883,3775.659912,13549.160156,14865.139648,1593.369995,16020.9,8159.5,1195.53,7815.299805,2637.429932,926.91,2219.55,1949.800049,5010.299805,44408.429688,55401
