Date,UK,Germany,France,Japan,DJI,SP500,Italy,Spain,Sweden,Switzerland,Belgium,Greece,China,Korea,Australia,Mexico,Brazil
730855,6185.600098,6376.540039,5815.990234,13691.490234,10912.410156,1333.339966,42676,9597.200195,1065.53,8116.799805,3014.879883,3312.79,2117.41,558.02002,3234.300049,6048.339844,16675
730856,6198.100098,6382.310059,5758.02002,13867.610352,10662.009766,1298.349976,42795,9601.400391,1072,7985.600098,3013.550049,3217.96,2125.3,580.849976,3240.699951,5924.330078,16410
730860,6088.100098,6404.52002,5663.189941,13610.509766,10572.549805,1300.800049,42627,9581.799805,1042.47,7957.600098,3001.070068,3097.74,2101.14,589.919983,3189.399902,5909.529785,16976
730861,6059.899902,6320.069824,5653.350098,13432.650391,10604.269531,1313.27002,42747,9585.799805,1032.67,7860,2980.199951,3095.84,2125.61,560.809998,3184.5,5814.97998,16919
730862,6114.899902,6465.209961,5702.779785,13201.070312,10609.549805,1326.819946,43403,9699.799805,1056.39,7877.299805,2989.120117,3311.87,2119.14,561.789978,3172.399902,5966.799805,17024
730863,6165.5,6490.029785,5834.339844,13347.740234,10525.379883,1318.550049,44037,9890.200195,1072.66,7848.200195,2991.100098,3314.11,2104.75,587.869995,3188.600098,5966.600098,16850
730867,6083.299805,6502.890137,5761.669922,13584.450195,10652.660156,1326.650024,43576,9722.400391,1058.33,7874,2962.070068,3133.12,2045.89,603.419983,3184.300049,6002.649902,16721
730868,6197.399902,6653.379883,5884.089844,13667.629883,10584.339844,1329.469971,44735,10020.099609,1100.11,7972.700195,2977.540039,3205.01,2034.58,595.830017,3198.399902,6078.25,17191
730869,6209.899902,6635.759766,5860.160156,13873.919922,10678.280273,1347.969971,44630,10070.799805,1109.98,7936.200195,2966.409912,3183.73,2043.11,604.049988,3232.5,6194.299805,17521
730870,6209.299805,6651.529785,5845.72998,13989.120117,10587.589844,1342.540039,44418,9955.5,1106.41,7862.399902,2959.449951,3153.1,2065.61,619.780029,3254.5,6267.490234,17530
730873,6232,6675,5882.759766,14032.419922,10578.240234,1342.900024,44499,10019.200195,1099.38,7875.5,2969.330078,3081.85,2065.61,627.450012,3263.899902,6271.069824,17392
730880,6317,6750.959961,5887.899902,13845.280273,10702.19043,1364.170044,44484,9949.900391,1080,8037.200195,2974.51001,3044.58,2065.61,596.539978,3265,6419.779785,17883
730881,6334.5,6739.299805,5917.149902,13826.650391,10881.200195,1373.72998,44784,10036.200195,1092.11,8047.100098,2970.75,3139.7,2065.61,591.340027,3284.100098,6518.580078,17723
730882,6297.5,6795.140137,5998.490234,13843.549805,10887.360352,1366.01001,45067,10116,1112.58,8057.399902,2968.610107,3264.76,2065.61,617.909973,3291.5,6496.890137,17673
730883,6251.799805,6704.680176,5899.720215,13779.549805,10983.629883,1373.469971,44579,10123,1098.44,7974,2988.429932,3247.87,2065.61,612.299988,3312.100098,6540.879883,17039
730884,6256.399902,6638.200195,5826.370117,13703.629883,10864.099609,1349.469971,44101,9848.5,1085.2,8007.5,3002.149902,3156.98,2065.61,608.47998,3304.699951,6522.22998,16915
730888,6293.399902,6693.029785,5852.350098,13269.849609,10957.419922,1352.26001,43740,9934.799805,1078.35,8062,3019.110107,3154.35,1995.31,586.580017,3276.300049,6447.100098,17007
730889,6225.700195,6578.959961,5752.140137,13366.009766,10946.719727,1340.890015,43139,9880.700195,1059.95,8023.200195,3015.800049,3130.1,1979.94,576.190002,3262.800049,6350.350098,16812
730890,6206.100098,6636.810059,5773.459961,13138.230469,10880.549805,1332.530029,43183,10020.799805,1048.35,7938.799805,3002.959961,3157.52,1930.14,591.570007,3277.800049,6330.970215,17243
730891,6164.299805,6497.069824,5712.359863,13422.830078,10781.450195,1314.76001,42549,9936.299805,1015.73,7920.100098,2997.699951,3169.71,1956.97,595.469971,3261.300049,6344.160156,17138
730895,6228.5,6557.930176,5739.029785,13274.700195,10903.320312,1318.800049,43057,10054.200195,1022.61,7901.600098,3012.310059,3196.18,1963.53,598.780029,3286.699951,6361.319824,17096
730896,6176.200195,6479.870117,5644.22998,13284.05957,10795.410156,1315.920044,42449,9759.700195,989.86,7813.200195,3013.659912,3211.32,1963.2,603.830017,3294.800049,6360.089844,17120
730897,6197.899902,6591.669922,5704.529785,13327.389648,10891.019531,1326.609985,42776,9865.299805,1022.5,7865.799805,3018.629883,3204.84,1946.48,603.630005,3272.199951,6395.189941,16937
730898,6088.299805,6439.259766,5595.129883,13175.490234,10799.820312,1301.530029,41856,9789.5,990.4,7757.399902,3001.580078,3221.37,1941.96,604.919983,3267.100098,6368.490234,16259
730902,5980.100098,6451.569824,5548.740234,13248.360352,10730.879883,1278.939941,41270,9680.5,987.22,7705.600098,2992.97998,3271.14,1953.22,608.73999,3250.800049,6246.359863,15911
730903,5972.399902,6347.990234,5474.370117,13100.080078,10526.580078,1255.27002,40938,9592.099609,981.01,7637.100098,2979.080078,3191.85,1909.33,594.530029,3261.100098,6007.669922,15594
730904,6003.100098,6277.990234,5452.47998,13073.360352,10526.80957,1252.819946,40563,9418.799805,963.05,7652.700195,2956.969971,3177.31,1907.26,583.409973,3240.300049,6030.759766,15910
730905,5943.700195,6075.339844,5322.839844,13246,10441.900391,1245.859985,39884,9344.799805,942.01,7607.200195,2952.780029,3164.45,1936.35,583.52002,3241.399902,5998.689941,16158
730910,5917.899902,6208.240234,5367.47998,12883.540039,10495.280273,1239.939941,40036,9551.400391,975.65,7701.799805,2999.600098,3129.06,1959.18,578.099976,3274.100098,6032.100098,15891
730912,5858.600098,6159.02002,5291.919922,12261.799805,10466.30957,1234.180054,39030,9570.900391,973.57,7533.5,2971.629883,3154.82,1985.11,559.440002,3280.199951,6133.339844,16581
730915,5931.299805,6216.379883,5368.830078,12322.160156,10562.299805,1241.410034,38994,9688.099609,981.96,7581.600098,2984.169922,3172.35,1984.2,565.380005,3288.399902,6110.140137,16537
730916,6012,6284.060059,5457.279785,12687.740234,10591.219727,1253.800049,39787,9892.099609,1008.49,7619.399902,2990.810059,3182.34,1990.06,568.150024,3280.300049,6252.950195,16324
730917,6001.799805,6305.640137,5483.680176,12723.889648,10729.599609,1261.890015,40014,9923.299805,1009,7605.200195,2984.73999,3174.21,1991.18,568.640015,3306.199951,6331.319824,16395
730918,6003.200195,6267.060059,5438.660156,12650.55957,10858.25,1264.73999,40019,9798.200195,989.13,7569.799805,2967.679932,3276.25,2000.9,579.280029,3289.399902,6361.069824,16227
730919,5917.299805,6204.419922,5368.890137,12627.900391,10644.620117,1233.420044,39277,9726.599609,971.14,7535.399902,2969.939941,3269.75,2011.66,565.76001,3276.899902,6270.959961,16123
730922,5826.5,6046.560059,5242.399902,12171.370117,10208.25,1180.160034,38174,9494.799805,903.67,7399.799805,2942.419922,3259.18,2012.55,545.049988,3265.800049,5963.370117,15527
730923,5720.700195,5962.930176,5186.870117,11819.700195,10290.799805,1197.660034,38179,9510.900391,902.51,7380.600098,2899.899902,3231.03,1998.7,527.969971,3211.399902,5991.950195,15584
730924,5626,5794.120117,5115.5,11843.589844,9973.459961,1166.709961,37808,9393,877.14,7225.700195,2849.51001,3063.39,2018.62,543.280029,3211,5813.839844,15245
730925,5729.200195,5889.950195,5177.660156,12152.830078,10031.280273,1173.560059,38103,9476.299805,896.76,7280,2818.02002,3135.93,2022.6,541.830017,3188.399902,5792.709961,15061
730926,5562.799805,5734.490234,5104.77002,12232.980469,9823.410156,1150.530029,37439,9290,869.92,7112.600098,2748.699951,3125.67,2020.24,538.669983,3197.100098,5878.569824,15237
730929,5551.600098,5657.290039,5048.600098,12190.969727,9959.110352,1170.810059,37466,9251.299805,862.04,7034.600098,2708.860107,3072.66,2036.62,534.330017,3161.5,5935.220215,14836
730932,5314.799805,5388.02002,4824.819824,12853.969727,9389.480469,1117.579956,35919,8531.799805,825.29,6574,2591.590088,3027.12,2087.53,527.049988,3135.800049,5636.47998,14067
730933,5402.299805,5544.669922,4951.129883,13214.540039,9504.780273,1139.829956,37000,8810.5,843.3,6736.100098,2635.290039,3047.75,2053.54,537.969971,3094.300049,5618.669922,14435
730936,5576.600098,5726.970215,5124.799805,13862.30957,9687.530273,1152.689941,37952,9063.400391,882.83,6987.700195,2747.080078,3082.64,2089.88,545.97998,3112.399902,5647.180176,14712
730937,5728.100098,5938.209961,5235.600098,13638.330078,9947.540039,1182.170044,38930,9263.299805,906.51,7011.200195,2770.870117,3057.89,2107.26,532.900024,3118.100098,5787.47998,14835
730938,5614,5817.52002,5150.430176,13765.509766,9785.349609,1153.290039,38381,9163.400391,863.12,6966.899902,2759.790039,3050.71,2106.87,528.789978,3127.399902,5700.370117,14632
730939,5588.399902,5879.299805,5157.919922,13072.360352,9799.05957,1147.949951,38952,9222.799805,842.99,7044.899902,2762.379883,3013.42,2101.66,523.799988,3125.300049,5648.620117,14282
730940,5633.700195,5829.950195,5180.450195,12999.700195,9878.780273,1160.329956,38996,9308.299805,831.77,7167.799805,2838.409912,3044.55,2112.77,523.219971,3096.899902,5727.890137,14438
730943,5618.5,5760.759766,5210.47998,12937.860352,9777.929688,1145.869995,39069,9324.299805,811.76,7035.299805,2878.959961,3032.08,2125.08,515.200012,3141.100098,5694.069824,13981
730944,5463.100098,5553.459961,5004,13124.469727,9485.709961,1106.459961,37940,9011.799805,790.71,6870.799805,2844.820068,2966.65,2123.05,503.26001,3138.899902,5575.049805,13737
730945,5535.700195,5597.660156,5071.819824,13242.780273,9515.419922,1103.25,38376,9172.400391,803.23,6825.399902,2823.689941,2967.58,2090.72,493.690002,3138.899902,5573.720215,13855
730947,5601.5,5698.879883,5139.709961,13383.759766,9791.089844,1128.430054,39064,9328.400391,825.13,6954.899902,2855.139893,3054.64,2108.61,506.220001,3175.5,5695.259766,14485
730950,5663.299805,5781.009766,5183.220215,12841.759766,9845.150391,1137.589966,39460,9453.5,856.15,7070.600098,2899.439941,3030.16,2117.37,497.459991,3158.5,5756.359863,14719
730951,5803,5913.839844,5331.22998,12620.269531,10102.740234,1168.380005,39889,9601.799805,881.87,7173.5,2915.340088,3073.88,2128.48,491.209991,3169.600098,5968.660156,15048
730952,5788.100098,5951.160156,5361.529785,13174.929688,10013.469727,1165.890015,39718,9613.900391,870.79,7235.899902,2890.949951,3087.04,2131.4,507.529999,3198.5,6002.899902,14819
730958,5761.100098,5935.580078,5340.97998,13067.089844,10216.730469,1191.810059,39987,9526.5,849.67,7247,2849.5,3185.5,2176.68,513.969971,3199.800049,6068.899902,14337
730959,5890.200195,6164.879883,5505.080078,13641.790039,10615.830078,1238.160034,40824,9797.799805,899.81,7338.5,2875.810059,3316.17,2172.56,540,3219.5,6143.859863,14955
730960,5871.600098,6181.910156,5480.049805,13868.280273,10693.709961,1253.689941,40614,9798,922.9,7286.100098,2868.669922,3285.96,2172.87,563.309998,3263.600098,6029.060059,14431
730961,5879.799805,6127.970215,5449.339844,13765.669922,10579.849609,1242.97998,40292,9547.5,888.21,7239.299805,2820.719971,3271.44,2152.33,556.289978,3243.699951,5950.790039,13696
730964,5871.299805,6051.47998,5396.850098,13715.599609,10532.230469,1224.359985,39574,9269.400391,867.23,7170.700195,2780.959961,3263.2,2150.43,560.940002,3241.5,5885.600098,13893
730965,5840.299805,6124.569824,5424.430176,13743.179688,10454.339844,1209.469971,40060,9418.900391,873.34,7269.600098,2803.350098,3230.75,2166.17,555.640015,3241.5,5887.040039,14068
730967,5868.299805,6123.660156,5481.72998,13973.030273,10692.349609,1234.52002,40036,9523.900391,890.15,7201.899902,2827.76001,3248.12,2105.06,561.619995,3253.899902,6007.100098,14757
730968,5951.399902,6175.240234,5575.970215,13934.320312,10810.049805,1253.050049,40470,9634.599609,910.58,7248.700195,2840.949951,3264.55,2115.11,556.630005,3237.300049,6008.029785,14928
730973,5904.200195,6213.839844,5572.910156,14421.639648,10876.679688,1267.430054,41124,9633.5,934.56,7369.899902,2839.610107,3267.3,2119.18,583.700012,3271.5,6109.200195,14897
730978,5870.299805,6122.620117,5498.52002,14529.410156,10935.169922,1263.51001,40377,9589.200195,932.66,7463.899902,2772.969971,3156.14,2119.18,596.5,3293.899902,6065.580078,14875
730979,5886.399902,6108.720215,5516.930176,14289.049805,10883.509766,1261.199951,40160,9658,918.73,7433,2772.189941,3155.52,2137.99,590.909973,3279.899902,6010.52002,14747
730980,5893.700195,6063.939941,5492.080078,14084.849609,10866.980469,1255.540039,39682,9654.299805,909.85,7373.399902,2778.320068,3112.9,2132.89,578.840027,3286.899902,6106.419922,14779
730981,5964,6165.180176,5606.459961,14017.790039,10910.44043,1255.180054,40136,9781.5,919.99,7488.100098,2818.110107,3111.48,2147.28,581.380005,3325.100098,6092.069824,14993
730982,5896.799805,6141.02002,5567.25,14043.919922,10821.30957,1245.670044,40162,9684.5,915.3,7518.799805,2825.209961,3120.39,2155.41,583.059998,3326.300049,6110.359863,14493
730985,5690.5,6064.680176,5487.720215,13873.019531,10877.330078,1248.920044,40294,9602.200195,904.9,7474.899902,2809.22998,3052.11,2178.47,584.080017,3319.199951,6042.029785,14237
730986,5842.899902,6070.379883,5544.129883,14054.030273,10872.969727,1249.439941,40050,9667.599609,902.28,7548.399902,2803.439941,3022.52,2191.06,581.299988,3326.600098,5987,14226
730987,5884,6148.439941,5522.689941,13694.269531,11215.919922,1284.98999,39958,9588.099609,910.54,7568.299805,2781.540039,3039.61,2199.5,572.400024,3316.800049,6033.970215,14714
730988,5904.600098,6173.810059,5592.649902,13910.669922,11248.580078,1288.48999,39899,9661.5,933.01,7639.799805,2775.719971,3059.42,2194.65,596.390015,3344.800049,6392.77002,14794
730989,5915,6186.870117,5638.240234,13877.769531,11301.740234,1291.959961,40043,9728.400391,944.96,7658.200195,2794.050049,3166.28,2203.37,600.539978,3339.899902,6527.600098,14884
730992,5941.600098,6249.870117,5652.040039,14176.830078,11337.919922,1312.829956,39765,9678.200195,970.59,7672,2772.290039,3178.97,2213.59,618.960022,3369.199951,6571.080078,15128
730993,5976.600098,6270.589844,5693.470215,14091.19043,11257.240234,1309.380005,40355,9626.900391,974.7,7705.799805,2791.629883,3147.35,2210.34,617.98999,3370.699951,6651.27002,14829
730994,5897.5,6215.25,5630.740234,14067.700195,11105.509766,1289.050049,40150,9632.599609,959.43,7699.399902,2802.350098,3165.52,2197.59,622.599976,3362,6782.509766,14692
730996,5889.799805,6223.569824,5581.939941,13765.919922,11005.370117,1277.890015,40119,9468.400391,956.06,7671.899902,2787.570068,3222.45,2193.58,624.109985,3361.699951,6711.339844,14310
731000,5863.899902,6120.330078,5542.27002,13773.889648,11039.139648,1267.930054,39855,9487.200195,941.91,7615.5,2790.320068,3132.41,2180.28,632.049988,3348.399902,6665.540039,14454
731001,5796.899902,6041.220215,5444.27002,13493.349609,10872.639648,1248.079956,39101,9439.900391,922.6,7559,2813.179932,3102.71,2211.2,628.419983,3339.899902,6586.930176,14489
731002,5796.200195,6123.259766,5454.189941,13262.139648,10911.94043,1255.819946,38996,9500.700195,926.68,7487.600098,2786.159912,3088.66,2214.26,612.159973,3317.199951,6595.390137,14650
731003,5809.600098,6125.169922,5432.709961,13261.839844,10990.410156,1260.670044,38747,9399.400391,917.07,7526.5,2783.47998,3010.29,2219.59,607.070007,3327.300049,6619.660156,14792
